Item_1,Item_2,Item_3,Item_4,Item_5,Item_6,Item_7,Item_8,Item_9,Item_10,Item_11,Item_12,Item_13,Item_14,Item_15,Item_16,Item_17,Item_18,Item_19,Item_20,Item_21,Item_22,Item_23,Item_24,Item_25,Item_26,Item_27,Item_28,Item_29,Item_30,Item_31,Item_32,Item_33,Item_34,Item_35,Item_36,Item_37,Item_38,Item_39,Item_40,Item_41,Item_42,Item_43,Item_44,Item_45,Item_46,Item_47,Item_48,Item_49,Item_50,Item_51,Item_52,Item_53,Item_54,Item_55,Item_56,Item_57,Item_58,Item_59,Item_60,Item_61,Item_62,Item_63,Item_64,Item_65,Item_66,Item_67,Item_68,Item_69,Item_70,Item_71,Item_72,Item_73,Item_74,Item_75,Item_76,Item_77,Item_78,Item_79,Item_80,Item_81,Item_82,Item_83,Item_84,Item_85,Item_86,Item_87,Item_88,Item_89,Item_90,Item_91,Item_92,Item_93,Item_94,Item_95,Item_96,Item_97,Item_98,Item_99,Item_100,Item_101,Item_102,Item_103,Item_104,Item_105,Item_106,Item_107,Item_108,Item_109,Item_110,Item_111,Item_112,Item_113,Item_114,Item_115,Item_116,Item_117,Item_118,Item_119,Item_120,Item_121,Item_122,Item_123,Item_124,Item_125,Item_126,Item_127,Item_128,Item_129,Item_130,Item_131,Item_132,Item_133,Item_134,Item_135,Item_136,Item_137,Item_138,Item_139,Item_140,Item_141,Item_142,Item_143,Item_144,Item_145,Item_146,Item_147,Item_148,Item_149,Item_150,Item_151,Item_152,Item_153,Item_154,Item_155,Total_Score,Rating,Odometer_Reading,Estimated_Repair_Cost
0.92,0.92,0.92,0.92,0.92,0.46,0.92,0.92,0.92,0.92,0.0,0.92,0.92,0.92,0.92,0.46,0.46,0.46,0.92,0.46,0.92,0.92,0.92,0.46,0.0,0.92,0.92,0.0,0.92,0.46,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.46,0.92,0.0,0.46,0.46,0.92,0.92,0.0,0.92,0.46,0.92,0.92,0.92,0.46,0.0,0.92,0.92,0.46,0.92,0.46,0.92,0.46,0.46,0.92,0.46,0.92,0.46,0.46,0.46,0.92,0.92,0.46,0.0,0.0,0.92,0.92,0.46,0.92,0.92,0.92,0.92,0.92,0.0,0.46,0.92,0.46,0.0,0.92,0.92,0.46,0.0,0.92,0.92,0.46,0.92,0.92,0.92,0.46,0.92,0.92,0.92,0.92,0.92,0.0,0.92,0.92,0.46,0.92,0.92,0.0,0.92,0.92,0.0,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.46,0.92,0.92,0.92,0.46,0.92,0.46,0.46,0.92,0.46,0.92,0.92,0.92,0.92,0.92,0.46,0.46,0.92,0.0,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.92,0.0,0.46,0.46,0.92,0.92,0.92,828.0000000000014,Very Good,31235,9349
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.51,1.0,0.51,0.51,0.51,0.51,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.51,0.0,0.0,0.51,1.0,1.0,1.0,1.0,0.51,1.0,1.0,0.0,0.51,1.0,1.0,0.51,1.0,1.0,0.51,0.0,1.0,0.0,0.0,1.0,0.51,0.51,1.0,0.0,0.51,0.51,1.0,1.0,1.0,0.51,1.0,0.51,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.51,1.0,1.0,0.51,0.51,1.0,0.0,1.0,0.51,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.51,1.0,0.51,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,0.51,1.0,1.0,0.51,1.0,0.51,1.0,1.0,1.0,0.51,1.0,0.0,1.0,0.0,1.0,0.51,1.0,1.0,1.0,1.0,0.51,811.3199999999998,Very Good,56406,9838
0.56,1.0,1.0,1.0,0.56,1.0,1.0,1.0,0.56,1.0,1.0,1.0,0.56,1.0,1.0,0.56,1.0,0.56,0.56,0.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,1.0,0.56,1.0,1.0,0.0,0.56,1.0,1.0,0.56,1.0,1.0,0.56,1.0,1.0,0.0,0.56,0.56,1.0,1.0,1.0,0.0,1.0,1.0,0.56,0.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,0.56,1.0,0.0,1.0,0.56,0.56,1.0,0.56,0.0,1.0,1.0,1.0,0.56,0.56,0.0,1.0,0.56,1.0,0.0,0.56,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.56,0.0,1.0,0.0,0.56,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,0.56,0.56,1.0,0.56,0.56,1.0,1.0,0.56,1.0,1.0,1.0,1.0,0.56,0.56,0.0,1.0,0.0,1.0,0.56,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.56,0.56,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.56,0.56,0.56,1.0,1.0,1.0,849.3599999999999,Very Good,52143,7509
1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.58,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.58,1.0,1.0,1.0,0.58,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.58,1.0,1.0,1.0,0.58,0.0,0.58,0.58,0.0,0.58,1.0,0.58,0.58,1.0,0.58,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.58,0.0,0.58,1.0,1.0,0.58,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.58,0.58,0.58,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.58,1.0,0.0,0.58,1.0,1.0,0.58,0.58,1.0,0.0,1.0,0.58,1.0,0.58,0.58,1.0,0.58,0.0,1.0,1.0,0.58,0.58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.58,1.0,0.0,1.0,1.0,1.0,1.0,0.58,1.0,0.58,1.0,0.0,0.58,0.58,1.0,1.0,0.58,0.58,0.58,0.58,1.0,1.0,1.0,0.58,0.58,1.0,1.0,841.3599999999993,Very Good,42967,5682
0.0,1.0,1.0,1.0,0.0,1.0,0.52,1.0,0.52,1.0,1.0,1.0,1.0,0.52,1.0,1.0,1.0,0.0,1.0,0.52,1.0,1.0,1.0,0.0,1.0,0.52,1.0,0.52,1.0,0.52,1.0,1.0,1.0,0.52,1.0,0.52,1.0,1.0,1.0,0.52,1.0,0.52,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,0.52,0.52,1.0,1.0,0.52,1.0,1.0,0.52,1.0,1.0,0.52,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,1.0,1.0,0.0,0.52,0.52,1.0,0.52,0.52,0.0,0.0,0.52,0.0,1.0,1.0,1.0,1.0,0.0,0.52,1.0,0.52,1.0,0.52,1.0,1.0,1.0,0.0,1.0,0.52,1.0,1.0,1.0,1.0,0.0,1.0,0.52,0.0,1.0,0.52,0.52,0.0,1.0,0.52,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.52,0.52,1.0,0.52,0.52,0.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.52,0.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,850.3600000000002,Very Good,33920,9458
1.0,0.53,0.53,1.0,1.0,0.53,0.53,0.53,0.0,1.0,1.0,0.0,0.0,0.53,1.0,1.0,0.0,0.53,1.0,0.53,1.0,1.0,0.0,0.53,1.0,1.0,0.0,1.0,1.0,0.53,1.0,1.0,1.0,0.0,0.53,1.0,0.0,0.53,0.53,0.53,0.0,0.53,0.0,0.53,0.0,0.0,0.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53,1.0,1.0,0.0,1.0,1.0,1.0,0.53,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.53,1.0,1.0,1.0,1.0,0.53,1.0,0.53,0.0,1.0,1.0,0.53,1.0,0.53,0.53,0.53,0.53,0.53,1.0,0.53,1.0,0.53,1.0,0.53,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.53,0.0,1.0,0.0,1.0,1.0,0.53,0.0,1.0,0.0,0.0,1.0,0.0,0.53,1.0,1.0,0.53,0.53,1.0,0.53,0.53,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.53,0.53,1.0,1.0,0.53,0.53,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.53,1.0,0.53,1.0,0.53,790.3099999999995,Very Good,37042,6597
1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,0.55,0.55,1.0,1.0,1.0,0.55,0.55,0.0,1.0,0.55,1.0,0.0,0.55,1.0,0.55,1.0,0.0,1.0,1.0,0.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.55,1.0,0.55,1.0,0.0,0.55,1.0,1.0,0.55,1.0,0.0,1.0,0.0,1.0,1.0,0.55,1.0,1.0,0.55,0.55,1.0,1.0,0.55,0.55,1.0,1.0,0.55,0.55,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.55,1.0,0.55,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.55,1.0,1.0,0.55,1.0,0.55,0.55,1.0,1.0,1.0,0.55,1.0,1.0,0.55,1.0,1.0,0.0,0.0,1.0,0.0,0.55,0.0,0.55,1.0,0.0,0.0,0.0,1.0,1.0,0.55,0.55,0.0,0.0,1.0,1.0,1.0,0.55,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.55,0.0,0.0,1.0,1.0,1.0,0.55,0.55,1.0,1.0,825.6500000000001,Very Good,52206,7630
0.49,0.98,0.49,0.98,0.98,0.98,0.49,0.98,0.98,0.98,0.0,0.98,0.98,0.98,0.98,0.49,0.49,0.98,0.0,0.98,0.98,0.49,0.98,0.49,0.0,0.98,0.98,0.98,0.49,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.0,0.0,0.98,0.49,0.0,0.49,0.98,0.49,0.0,0.98,0.49,0.49,0.49,0.98,0.98,0.98,0.98,0.98,0.0,0.49,0.0,0.98,0.0,0.98,0.49,0.98,0.98,0.0,0.98,0.98,0.98,0.98,0.98,0.98,0.0,0.0,0.0,0.0,0.49,0.98,0.98,0.98,0.49,0.49,0.98,0.0,0.98,0.98,0.49,0.98,0.0,0.98,0.98,0.98,0.98,0.0,0.49,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.49,0.49,0.98,0.49,0.98,0.0,0.49,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.49,0.98,0.0,0.49,0.49,0.0,0.49,0.98,0.0,0.49,0.98,0.98,0.0,0.49,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.49,0.98,0.49,0.98,0.98,0.98,0.0,0.49,0.98,0.98,832.5099999999992,Very Good,47173,7276
0.0,1.0,1.0,0.56,0.0,0.0,1.0,1.0,1.0,0.56,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.56,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.56,1.0,0.0,1.0,0.0,1.0,0.56,1.0,0.56,0.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.56,0.56,0.0,1.0,1.0,0.0,0.56,0.56,1.0,0.0,0.56,0.56,1.0,1.0,1.0,0.56,1.0,0.0,1.0,0.56,0.56,0.56,1.0,0.56,0.56,0.56,0.0,1.0,0.0,0.0,0.56,1.0,1.0,0.56,0.0,1.0,1.0,0.56,0.56,0.0,1.0,1.0,0.0,0.56,0.56,0.56,1.0,0.56,0.0,0.56,0.56,0.56,0.56,0.56,1.0,1.0,0.0,0.56,1.0,1.0,0.56,0.56,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.56,1.0,0.56,1.0,1.0,0.0,1.0,0.56,0.0,0.0,0.56,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.56,1.0,0.56,0.0,1.0,776.3199999999997,Very Good,57400,5660
1.0,1.0,0.51,1.0,0.51,1.0,0.51,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.51,0.0,1.0,1.0,0.51,1.0,0.51,1.0,0.0,1.0,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,0.0,0.0,1.0,0.51,0.51,0.0,0.51,1.0,0.51,1.0,1.0,0.51,0.0,1.0,1.0,0.51,1.0,0.51,0.51,1.0,1.0,0.0,1.0,0.0,0.51,1.0,1.0,1.0,0.51,1.0,1.0,0.51,0.51,1.0,1.0,0.51,1.0,1.0,0.51,0.51,0.51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,1.0,1.0,1.0,1.0,1.0,0.51,1.0,0.51,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.51,0.51,1.0,1.0,0.51,0.0,1.0,1.0,0.51,0.51,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.51,1.0,0.51,0.51,1.0,1.0,1.0,0.51,1.0,1.0,0.51,1.0,0.0,0.51,1.0,1.0,1.0,1.0,872.3899999999998,Very Good,44535,5983
0.0,1.0,1.0,1.0,0.52,1.0,1.0,0.0,1.0,0.52,1.0,1.0,0.52,1.0,1.0,1.0,0.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,1.0,0.52,1.0,0.52,0.52,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.52,0.0,0.0,1.0,1.0,1.0,0.0,0.52,1.0,1.0,1.0,0.52,1.0,0.52,1.0,1.0,0.0,0.52,1.0,0.52,0.52,0.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.52,1.0,0.52,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.52,1.0,0.52,0.0,0.52,1.0,0.52,1.0,0.52,0.52,0.52,0.0,1.0,1.0,1.0,1.0,0.52,1.0,0.52,1.0,0.52,0.52,0.52,1.0,0.52,1.0,0.0,1.0,1.0,1.0,0.0,0.52,1.0,1.0,0.52,0.52,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,0.52,1.0,1.0,1.0,1.0,1.0,1.0,0.52,0.52,1.0,0.52,1.0,0.52,0.52,1.0,1.0,1.0,862.0800000000005,Very Good,41707,8155
0.97,0.48,0.97,0.97,0.97,0.97,0.97,0.48,0.0,0.97,0.97,0.97,0.97,0.97,0.48,0.97,0.48,0.97,0.0,0.97,0.97,0.0,0.97,0.97,0.97,0.48,0.97,0.48,0.97,0.97,0.48,0.97,0.48,0.48,0.97,0.97,0.97,0.97,0.0,0.97,0.97,0.97,0.0,0.48,0.48,0.0,0.97,0.0,0.97,0.97,0.48,0.97,0.97,0.97,0.48,0.97,0.48,0.48,0.97,0.97,0.97,0.0,0.97,0.97,0.97,0.97,0.0,0.97,0.97,0.48,0.97,0.97,0.48,0.97,0.48,0.97,0.97,0.0,0.97,0.97,0.0,0.0,0.48,0.97,0.97,0.97,0.97,0.0,0.97,0.0,0.97,0.97,0.97,0.48,0.97,0.48,0.48,0.97,0.48,0.97,0.97,0.48,0.97,0.97,0.97,0.48,0.97,0.97,0.97,0.97,0.48,0.97,0.48,0.97,0.97,0.48,0.48,0.97,0.97,0.48,0.97,0.48,0.48,0.48,0.97,0.97,0.97,0.48,0.48,0.97,0.97,0.48,0.0,0.97,0.48,0.97,0.97,0.48,0.48,0.97,0.48,0.0,0.97,0.97,0.97,0.97,0.97,0.48,0.97,0.48,0.97,0.48,0.48,0.97,0.97,824.7500000000005,Very Good,57173,6818
0.52,0.0,1.0,1.0,0.52,1.0,1.0,0.52,0.52,0.52,1.0,1.0,0.52,1.0,1.0,1.0,1.0,0.52,0.52,0.52,1.0,1.0,0.52,1.0,1.0,1.0,0.52,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52,0.0,0.52,1.0,0.0,0.52,1.0,1.0,0.52,1.0,1.0,1.0,1.0,1.0,0.52,0.52,1.0,1.0,1.0,0.52,0.52,0.52,1.0,0.0,0.52,1.0,1.0,0.52,0.52,0.52,0.52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,0.52,1.0,1.0,1.0,0.52,0.52,1.0,1.0,0.52,1.0,1.0,1.0,1.0,0.52,0.0,0.0,1.0,0.52,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.52,1.0,1.0,0.52,1.0,1.0,0.0,1.0,0.52,1.0,0.0,1.0,0.52,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.52,1.0,0.52,1.0,0.52,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.52,1.0,1.0,1.0,1.0,0.52,1.0,0.0,0.52,0.52,0.0,1.0,1.0,1.0,1.0,1.0,874.2800000000001,Very Good,35801,8496
1.0,1.0,0.57,1.0,1.0,0.57,1.0,0.57,1.0,0.57,0.57,1.0,0.57,0.57,1.0,0.0,1.0,0.57,1.0,1.0,0.57,0.57,1.0,0.57,1.0,0.57,1.0,1.0,1.0,0.57,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.57,0.57,1.0,0.0,1.0,1.0,1.0,0.57,1.0,0.0,0.57,0.0,0.57,1.0,1.0,1.0,1.0,1.0,0.57,0.57,1.0,1.0,0.57,1.0,1.0,1.0,0.57,1.0,0.57,1.0,0.57,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.57,1.0,1.0,1.0,1.0,1.0,1.0,0.57,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.57,0.57,1.0,0.57,0.0,1.0,0.57,1.0,0.57,1.0,1.0,1.0,0.57,0.0,0.57,1.0,0.57,0.0,1.0,0.57,0.57,1.0,0.57,0.57,0.57,1.0,0.0,1.0,0.57,1.0,0.0,1.0,0.57,1.0,0.57,1.0,0.0,0.57,1.0,0.57,1.0,0.0,1.0,0.0,1.0,0.0,0.57,1.0,0.0,0.57,0.57,0.0,0.0,0.0,1.0,1.0,0.57,1.0,1.0,0.0,0.0,1.0,0.57,1.0,0.0,809.0500000000008,Very Good,34540,5990
1.0,0.54,1.0,0.54,1.0,1.0,1.0,0.54,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.54,1.0,0.54,1.0,0.54,1.0,1.0,0.0,0.54,1.0,0.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.54,1.0,1.0,0.0,0.0,0.54,1.0,0.54,0.54,1.0,0.0,0.54,0.0,1.0,0.0,0.54,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,0.54,1.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.54,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,0.54,0.0,1.0,0.0,1.0,0.54,0.54,0.54,1.0,1.0,0.54,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.54,1.0,1.0,1.0,1.0,1.0,0.0,0.54,0.54,1.0,1.0,1.0,1.0,1.0,1.0,888.0400000000002,Very Good,48769,8165
1.0,0.0,1.0,1.0,1.0,0.54,0.54,0.54,0.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54,0.54,0.0,0.0,0.54,0.54,0.54,0.0,1.0,0.54,0.54,1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.54,0.0,1.0,1.0,1.0,0.0,0.0,0.54,1.0,1.0,0.0,0.54,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.54,1.0,1.0,1.0,1.0,0.54,1.0,0.0,1.0,0.54,0.0,0.54,1.0,1.0,1.0,1.0,0.54,0.54,0.54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.54,1.0,0.54,0.0,1.0,1.0,0.54,1.0,0.54,1.0,1.0,1.0,1.0,1.0,1.0,0.54,0.0,1.0,1.0,1.0,1.0,0.54,1.0,1.0,1.0,1.0,1.0,0.54,0.54,1.0,0.0,0.0,1.0,1.0,0.54,1.0,0.54,1.0,0.54,0.54,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,853.8799999999999,Very Good,34888,9365
0.56,1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,1.0,0.0,0.0,1.0,1.0,0.56,0.56,1.0,1.0,1.0,1.0,1.0,0.56,0.0,1.0,0.0,0.56,1.0,0.56,1.0,1.0,1.0,1.0,0.0,0.56,1.0,0.56,0.56,0.56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.56,0.56,1.0,1.0,0.56,1.0,0.0,1.0,0.0,1.0,0.56,1.0,1.0,0.0,1.0,1.0,1.0,0.56,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.56,1.0,0.56,1.0,0.56,1.0,1.0,1.0,1.0,1.0,1.0,0.56,1.0,0.56,1.0,0.0,0.0,1.0,0.0,1.0,0.56,1.0,1.0,1.0,0.0,1.0,0.56,1.0,0.56,0.56,1.0,1.0,0.56,1.0,0.56,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.56,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.56,0.0,0.56,0.0,0.56,1.0,1.0,0.56,0.56,1.0,0.56,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.56,837.8,Very Good,42730,5572
0.6,1.0,0.0,1.0,1.0,0.6,0.0,1.0,1.0,0.6,1.0,1.0,0.6,1.0,0.6,1.0,1.0,1.0,0.6,1.0,0.0,1.0,0.6,1.0,0.6,1.0,0.6,0.6,0.0,0.6,0.6,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,1.0,1.0,0.6,1.0,0.6,1.0,0.6,0.0,1.0,0.6,0.6,1.0,0.6,1.0,1.0,1.0,0.6,1.0,0.0,0.0,1.0,1.0,0.6,1.0,0.6,1.0,0.6,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.6,0.6,0.6,1.0,0.0,0.6,0.6,1.0,0.0,1.0,0.6,0.0,1.0,0.6,0.6,1.0,0.6,1.0,1.0,0.6,1.0,1.0,1.0,1.0,0.6,0.6,0.0,1.0,0.6,1.0,0.0,0.0,1.0,0.0,1.0,0.6,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.6,0.0,1.0,1.0,1.0,0.6,0.0,1.0,1.0,0.6,1.0,1.0,1.0,0.6,1.0,1.0,0.6,1.0,0.6,1.0,1.0,1.0,1.0,0.0,0.6,1.0,0.6,0.6,1.0,1.0,0.6,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,802.0,Very Good,32436,8055
1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.61,0.0,1.0,0.0,0.61,0.61,1.0,1.0,1.0,1.0,0.61,1.0,1.0,0.61,0.61,1.0,1.0,0.61,1.0,0.61,0.61,0.0,0.61,0.61,0.61,0.61,1.0,0.0,0.0,1.0,0.61,0.0,1.0,1.0,1.0,1.0,1.0,0.61,0.61,0.61,1.0,0.61,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.61,0.61,0.0,1.0,0.61,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.61,1.0,0.61,1.0,0.0,0.61,0.0,1.0,0.61,0.0,0.0,1.0,1.0,1.0,0.61,0.0,0.0,0.61,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.61,1.0,0.0,0.61,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.61,0.61,1.0,0.0,1.0,1.0,1.0,1.0,0.61,1.0,1.0,1.0,0.61,1.0,1.0,0.61,1.0,0.61,0.61,1.0,1.0,1.0,796.24,Very Good,34769,5790
1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.5,0.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,0.5,805.5,Very Good,42867,9629
